Course Name,Difficulty Level,Course Rating,Course URL,category,skills_clean
TensorFlow for AI: Applying Image Convolution,Beginner,5.0,https://www.coursera.org/learn/tensorflow-for-ai-applying-image-convolution,Data Science & ML,convolution artificial neural networks project mine ordered pair project materials tensorflow convolutional neural network series a round deep learning data-science machine-learning
Advanced Styling with Responsive Design,Intermediate,4.7,https://www.coursera.org/learn/responsivedesign,Web Development,web javascript responsive web design html website wireframe web design web development css html5 bootstrap (front-end framework) computer-science mobile-and-web-development
"Reverse and complement nucleic acid sequences (DNA, RNA) using R",Advanced,4.4,https://www.coursera.org/learn/reverse-and-complement-nucleic-acid-sequences-using-r,Data Science & ML,dnas machine learning dna reinforcement learning r programming project dna sequencing data analysis computer programming biopython data-science data-analysis
Natural Language Processing with Sequence Models,Beginner,4.1,https://www.coursera.org/learn/sequence-models-in-nlp,Data Science & ML,natural language processing speech recognition memory long short-term memory language named-entity recognition term (time) natural language modeling deep learning data-science machine-learning
Advanced Portfolio Construction and Analysis with Python,Advanced,4.7,https://www.coursera.org/learn/Advanced-portfolio-construction-python,Data Science & ML,measurement risk autoregressive conditional heteroskedasticity portfolio construction general statistics analysis python programming expected return correlation and dependence covariance business finance
Exploratory Data Analysis with Seaborn,Beginner,4.6,https://www.coursera.org/learn/exploratory-data-analysis-seaborn,Data Science & ML,data visualization visualization library heat map statistical graphics machine learning python programming data analysis analysis chart exploratory data analysis data-science machine-learning
Geo-Visualization in Python,Beginner,4.1,https://www.coursera.org/learn/geo-visualization-in-python,Data Science & ML,map geovisualization data science pytorch project euler's totient function project mine python programming geostatistics php data-science data-analysis
Promote the Ethical Use of Data-Driven Technologies,Advanced,5.0,https://www.coursera.org/learn/promote-ethical-data-driven-technologies,Data Science & ML,analysis criticism determinism bias virtue ethics legal solutions privacy deep learning principle data-science machine-learning
Serious Gaming,Advanced,4.4,https://www.coursera.org/learn/serious-gaming,Data Science & ML,persuasion rhetoric machine learning video game development emotions gamification sign complex training research methods survey research social-sciences education
Python and Machine-Learning for Asset Management with Alternative Data Sets,Advanced,4.4,https://www.coursera.org/learn/machine-learning-asset-management-alternative-data,Data Science & ML,investment tf idf prior probability measurement sentiment analysis market (economics) bag-of-words model graphs python programming text mining business finance
Machine Learning Pipelines with Azure ML Studio,Beginner,4.6,https://www.coursera.org/learn/azure-machine-learning-studio-pipeline,Data Science & ML,test data boosting (machine learning) training source lines of code machine learning inequality (mathematics) web web service writing experiment data-science machine-learning
Introduction to Valuation with WACC,Beginner,4.1,https://www.coursera.org/learn/introduction-valuation-wacc,Data Science & ML,cost data analysis project stock finance average cost method net present value financial modeling average microsoft excel business finance
Cloud Systems Software,Advanced,5.0,https://www.coursera.org/learn/cloud-sys-software,Data Science & ML,orchestration (computing) i/o virtualization health architecture neutral distribution format cloud-based integration software framework system programming sql cloud engineering multitier architecture information-technology cloud-computing
Python Data Structures,Beginner,4.4,https://www.coursera.org/learn/python-data-structures,Data Science & ML,euler's totient function data item data science hive python programming data structures algorithms continuous function computer programming computer science computer-science software-development
Digital Signal Processing 3: Analog vs Digital,Advanced,4.7,https://www.coursera.org/learn/dsp3,Data Science & ML,calculus digital signal processing interpolation python programming electrical engineering electronics data transmission microcontroller signal processing quantization (signal processing) physical-science-and-engineering electrical-engineering
R Programming,Intermediate,4.4,https://www.coursera.org/learn/r-programming,Data Science & ML,r programming euler's totient function language analysis computer programming general statistics rstudio data analysis problem solving github data-science data-analysis
Data Collection and Processing with Python,Intermediate,4.6,https://www.coursera.org/learn/data-collection-processing-python,Data Science & ML,list comprehension representational state transfer application programming interfaces python programming map web api api testing web json computer programming computer-science software-development
MongoDB Aggregation Framework,Advanced,4.5,https://www.coursera.org/learn/mongodb-aggregation-framework,Cloud & DevOps,algorithms leverage (finance) arrays documents lookup table mapreduce mongodb python programming modeling machine learning data-science data-analysis
Predictive Modelling with Azure Machine Learning Studio,Beginner,4.4,https://www.coursera.org/learn/predictive-modelling-azure-machine-learning-studio,Data Science & ML,writing blockchain machine learning python programming predictive modelling data analysis microsoft azure experiment running modeling data-science machine-learning
AWS Computer Vision: Getting Started with GluonCV,Beginner,4.6,https://www.coursera.org/learn/aws-computer-vision-gluoncv,Data Science & ML,automatic differentiation model building gradient artificial neural networks image segmentation statistical classification convolution machine learning computer vision object detection information-technology cloud-computing
"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning",Beginner,4.6,https://www.coursera.org/learn/introduction-tensorflow,Data Science & ML,human learning convolutional neural network convolution computer vision tensorflow keras artificial neural networks deep learning machine learning computer programming computer-science software-development
Automation Scripts Using Bash,Beginner,4.6,https://www.coursera.org/learn/auto-scripts-bash,Cloud & DevOps,software testing bash (unix shell) complex text layout systems architecture unix parsing test automation html unix shells shell script computer-science software-development
AI for Medical Diagnosis,Beginner,4.5,https://www.coursera.org/learn/ai-for-medical-diagnosis,Data Science & ML,multiclass classification medical imaging computer vision medical diagnosis artificial neural networks image segmentation machine learning evaluation image processing statistical classification data-science machine-learning
JavaScript Variables and Assignment Operators,Beginner,4.8,https://www.coursera.org/learn/javascript-variables-assignment-operators,Web Development,web development html javascript null coalescing operator data type ternary conditional operator text editors project private network modulo operation computer-science mobile-and-web-development
Web of Data,Advanced,4.0,https://www.coursera.org/learn/web-data,Web Development,sparql syntax databases metadata web page semantic web website architecture web html triplestore data-science data-analysis
AI Workflow: Feature Engineering and Bias Detection,Intermediate,4.5,https://www.coursera.org/learn/ibm-ai-workflow-feature-engineering-bias-detection,Data Science & ML,natural language processing pattern recognition algorithms machine learning topic model data clustering algorithms dimensionality reduction unsupervised learning feature engineering outlier data-science machine-learning
Hardware Security,Advanced,4.1,https://www.coursera.org/learn/hardware-security,Cybersecurity,graph coloring hardware design trusted platform module vulnerability (computing) security modular exponentiation system security cryptography systems design side-channel attack computer-science computer-security-and-networks
Build Basic Generative Adversarial Networks (GANs),Beginner,4.6,https://www.coursera.org/learn/build-basic-generative-adversarial-networks-gans,Data Science & ML,modeling deep learning adversary model loss control generation knowledge representation experience generative model training pytorch data-science machine-learning
Regression Analysis with Yellowbrick,Beginner,4.7,https://www.coursera.org/learn/machine-learning-regression-yellowbrick,Data Science & ML,performance modeling project python programming evaluation regression analysis linearity linear regression regression machine learning data-science machine-learning
Convolutions for Text Classification with Keras,Beginner,4.7,https://www.coursera.org/learn/convolution-text-classification-keras,Data Science & ML,document classification statistical classification language machine learning keras python programming convolution tensorflow word embedding natural language processing data-science machine-learning
Matrix Factorization and Advanced Techniques,Intermediate,4.2,https://www.coursera.org/learn/matrix-factorization,Data Science & ML,algorithms recommender systems leadership and management matrices evaluation factorization human learning machine learning kaggle tracking data-science machine-learning
Clinical Natural Language Processing,Advanced,2.4,https://www.coursera.org/learn/clinical-natural-language-processing,Data Science & ML,linguistics corpora natural language processing stemming radiology matching extract regular expression pragmatics natural language data-science data-analysis
Create a First-Person Camera (VM-Compatible!) in Unity,Intermediate,4.6,https://www.coursera.org/learn/create-first-person-camera-c-sharp-unity,Data Science & ML,mathematics tensorflow event (computing) virtual machine c++ computer keyboards boolean data type computer programming virtual reality factorial computer-science software-development
Python Basics,Beginner,4.8,https://www.coursera.org/learn/python-basics,Data Science & ML,problem solving python syntax and semantics turtle graphics computer programming language python programming semantics for loop basic programming language syntax computer-science software-development
Facial Expression Classification Using Residual Neural Nets,Beginner,4.6,https://www.coursera.org/learn/facial-expression-classification,Data Science & ML,artificial neural networks machine learning image processing python programming deep learning facial expression numpy image segmentation tensorflow back-end database data-science machine-learning
Logistic Regression with NumPy and Python,Beginner,4.5,https://www.coursera.org/learn/logistic-regression-numpy-python,Data Science & ML,logistic regression machine learning supply chain regression analysis project mine python programming project computer programming numpy regression data-science machine-learning
Predict Housing Prices in R on Boston Housing Data,Beginner,4.1,https://www.coursera.org/learn/predict-housing-prices-boston-data,Data Science & ML,machine learning ggplot2 linear regression randomness project finance random forest euler's totient function r programming microsoft excel data-science data-analysis
Artificial Intelligence Privacy and Convenience,Advanced,5.0,https://www.coursera.org/learn/ai-privacy-and-convenience,Data Science & ML,ordered pair machine learning big data game theory privacy transparency (human computer interaction) ethics average semigroup action adversary model data-science data-analysis
Client Booking & Scheduling with Picktime,Beginner,4.7,https://www.coursera.org/learn/client-booking-scheduling-with-picktime,Web Development,schedule accounting time management project leadership and management html booking maximization (psychology) business operations operations management business leadership-and-management
Create a Boggle Word Solver using recursion in Python,Beginner,4.2,https://www.coursera.org/learn/boggle-python-recursion,Data Science & ML,tree structure lookup table trie data structures tree traversal python programming ?-recursive function euler's totient function ordered pair recursion computer-science software-development
Exploratory Data Analysis for Machine Learning,Intermediate,4.8,https://www.coursera.org/learn/ibm-exploratory-data-analysis-for-machine-learning,Data Science & ML,bayesian nonparametric statistics feature engineering statistical hypothesis testing outlier machine learning bayesian statistics estimation theory exploratory data analysis feature scaling data-science machine-learning
Intermediate Intel� Distribution of OpenVINO� toolkit for Deep Learning Applications,Advanced,5.0,https://www.coursera.org/learn/int-openvino,Data Science & ML,mobile application testing learning tools interoperability archimate sakai (software) learnability computer vision microprocessor opms application framework computer accessibility computer-science software-development
What is �the mind� and what is artificial intelligence?,Intermediate,4.6,https://www.coursera.org/learn/mind-machine-artificial-intelligence,Data Science & ML,cognitive science thought factorial thought experiment experiment cognition problem solving machine learning automaton evolutionary psychology computer-science algorithms
Natural Language Processing,Intermediate,4.0,https://www.coursera.org/learn/language-processing,Data Science & ML,language modeling named-entity recognition deep learning human learning tensorflow natural language word2vec natural language processing data-science machine-learning
Game Development for Modern Platforms,Advanced,4.8,https://www.coursera.org/learn/gamedev-platforms,Mobile Development,unreal engine unity (user interface) game programming computer programming game design level design user interface interfaces android development video game development computer-science software-development
Decentralized Applications (Dapps),Advanced,4.5,https://www.coursera.org/learn/decentralized-apps-on-blockchain,Web Development,decentralization solidity application programming interfaces event (computing) javascript test-driven development ethereum smart contract blockchain computer-science software-development
Data Visualization with Plotly Express,Beginner,4.6,https://www.coursera.org/learn/data-visualization-plotly-express,Data Science & ML,analysis chart interactive data visualization interactivity ggplot2 plotly python programming data visualization machine learning visualization library data-science machine-learning
Build a Linear Layout App in Android Studio,Beginner,4.5,https://www.coursera.org/learn/build-linear-layout-app-android-studio,Mobile Development,ordered pair software engineering exit (system call) xml checkbox java programming android development android studio computer programming interfaces computer-science mobile-and-web-development
Information Security: Context and Introduction,Beginner,4.6,https://www.coursera.org/learn/information-security-data,Cybersecurity,cryptography leadership and management security management information security network security security encryption incident management authorization risk computer-science computer-security-and-networks
Methods for Solving Problems,Intermediate,4.5,https://www.coursera.org/learn/mind-machine-problem-solving-methods,Data Science & ML,modeling logic machine learning applied probability problem description writing heuristic probability computational problem problem solving matching computer-science algorithms
Effective Problem-Solving and Decision-Making,Beginner,4.2,https://www.coursera.org/learn/problem-solving,Data Science & ML,change management data analysis problem solving methods chart group decision-making decision making leadership and management problem solving analysis decision analysis business business-essentials
Behavior Driven Development with Selenium and Cucumber,Intermediate,4.4,https://www.coursera.org/learn/behavior-driven-development-with-selenium-cucumber,Data Science & ML,data analysis syntax software collaboration project management writing behavior english language scrum (software development) continuous function computer-science software-development
An Introduction to Practical Deep Learning,Intermediate,4.2,https://www.coursera.org/learn/intro-practical-deep-learning,Data Science & ML,human learning algorithms long short-term memory object detection recurrent neural network reinforcement learning convolutional neural network deep learning backpropagation artificial neural networks computer-science software-development
Create your own Sudoku Solver using AI and Python,Beginner,3.9,https://www.coursera.org/learn/create-your-own-sudoku-solver-using-ai-and-python,Data Science & ML,algorithms candidate solution project backtracking solver python programming machine learning recursion discard protocol computer-science software-development
Machine Learning for Business Professionals,Advanced,4.6,https://www.coursera.org/learn/machine-learning-business-professionals,Data Science & ML,data governance algorithms modeling machine learning data analysis bigquery google cloud platform cloud computing human learning cloud platforms data-science machine-learning
Modern JavaScript: ES6 Basics,Beginner,4.4,https://www.coursera.org/learn/modern-javascript-es6-basics,Web Development,react (web framework) web development ecmascript euler's totient function php angular relative change and difference javascript angularjs node.js computer-science software-development
Using Google Forms to Analyze User Research Data,Beginner,4.7,https://www.coursera.org/learn/analyzing-user-data-in-google-forms,Data Science & ML,online shopping user research data analysis market research organizing (management) project marketing writing digital marketing banking business business-strategy
Build an App in Android Studio using Read-Write,Beginner,4.7,https://www.coursera.org/learn/build-an-app-in-android-studio-using-read-write,Mobile Development,resource arrays saving ordered pair internality reference (computer science) android development drop-down list android studio project computer-science mobile-and-web-development
Image Classification with CNNs using Keras,Beginner,4.4,https://www.coursera.org/learn/image-classification-cnn-keras,Data Science & ML,keras image processing python programming artificial neural networks deep learning statistical classification front and back ends tensorflow convolutional neural network machine learning data-science machine-learning
Genomic Data Science Capstone,Advanced,4.5,https://www.coursera.org/learn/genomic-data-science-project,Data Science & ML,bioinformatics molecular biology biostatistics data analysis gene genetics computational biology analysis genomics forgetting data-science data-analysis
Interfacing with the Raspberry Pi,Advanced,4.6,https://www.coursera.org/learn/raspberry-pi-interface,Data Science & ML,python programming computer programming application programming interfaces internet of things socket raspberry pi java annotation camera module internet interfaces physical-science-and-engineering electrical-engineering
Object Detection with Amazon Sagemaker,Beginner,4.6,https://www.coursera.org/learn/object-detection-sagemaker,Data Science & ML,python programming face recognition vision objects amazon web services machine learning computer science web scraping object detection deep learning algorithms data-science machine-learning
Python and Machine Learning for Asset Management,Advanced,2.6,https://www.coursera.org/learn/python-machine-learning-for-investment-management,Data Science & ML,peterson's algorithm asset allocation cross-validation (statistics) loss function economic data machine learning process unsupervised learning leadership and management portfolio construction business finance
AI For Medical Treatment,Beginner,4.6,https://www.coursera.org/learn/ai-for-medical-treatment,Data Science & ML,estimation image processing average natural language processing deep learning python programming medical imaging average treatment effect computer vision machine learning data-science machine-learning
AI Capstone Project with Deep Learning,Beginner,4.2,https://www.coursera.org/learn/ai-deep-learning-capstone,Data Science & ML,modeling deep learning apache spark tensorflow validation set system image keras pytorch linear classifier machine learning data-science machine-learning
Create an interactive fiction adventure game with Python,Beginner,4.6,https://www.coursera.org/learn/create-an-interactive-fiction-text-adventure-game-with-python,Data Science & ML,monster python programming display devices computer programming running euler's totient function project choice video game development interactivity computer-science software-development
DevOps Culture and Mindset,Advanced,4.8,https://www.coursera.org/learn/devops-culture-and-mindset,Cloud & DevOps,uptime proactivity software development process continuous integration lean manufacturing a3 problem solving organizational structure value stream mapping devops continuous delivery computer-science software-development
Inclusive Online Teaching Teach-Out,Beginner,4.8,https://www.coursera.org/learn/inclusive-online-teaching,Data Science & ML,strategy disability studies cognitive bias teaching physics experiments machine learning pedagogy english language online machine learning online learning social-sciences education
Create Keyboard Movement Mechanics with C# in Unity,Beginner,4.8,https://www.coursera.org/learn/create-keyboard-movement-mechanics-c-sharp-unity,Data Science & ML,video game development english language software engineering mechanical engineering c sharp (programming language) physics machine learning mathematics project c++ computer-science software-development
Asymmetric Cryptography and Key Management,Advanced,4.6,https://www.coursera.org/learn/asymmetric-crypto,Cybersecurity,public key certificate key exchange public-key cryptography cipher cryptography discrete logarithm key management public key infrastructure shared secret integer factorization computer-science computer-security-and-networks
Python for Data Science and AI,Intermediate,4.5,https://www.coursera.org/learn/python-for-applied-data-science-ai,Data Science & ML,python programming python libraries analysis semantics computer programming syntax data analysis pandas python syntax and semantics numpy data-science data-analysis
Developing Data Products,Intermediate,4.5,https://www.coursera.org/learn/data-products,Data Science & ML,interactivity data analysis web web application presentation analysis data visualization plotly computer programming r programming data-science data-analysis
Data Analysis with Python,Intermediate,4.6,https://www.coursera.org/learn/data-analysis-with-python,Data Science & ML,data model regression python programming regression analysis exploratory data analysis analysis computer programming modeling data analysis linearity data-science data-analysis
"HTML, CSS, and Javascript for Web Developers",Beginner,4.7,https://www.coursera.org/learn/html-css-javascript-for-web-developers,Web Development,web web development ajax (programming) html html5 bootstrap (front-end framework) html and css css computer programming javascript computer-science mobile-and-web-development
Interactive Machine Learning Dashboards using Plotly Dash,Advanced,4.464150943396226,https://www.coursera.org/learn/interactive-dashboards-plotly-dash,Data Science & ML,radio button plotly lambda calculus html machine learning scatter plot mouseover interactivity chart drop-down list data-science machine-learning
FIFA20 Data Exploration using Python,Beginner,4.6,https://www.coursera.org/learn/fifa20-data-exploration-using-python,Data Science & ML,jpeg python programming recommender systems plotly chart euler's totient function project project mine data analysis data visualization data-science data-analysis
How to Win a Data Science Competition: Learn from Top Kagglers,Advanced,4.3,https://www.coursera.org/learn/competitive-data-science,Data Science & ML,machine learning data analysis feature extraction analysis hyperparameter human learning feature engineering hyperparameter optimization kaggle mathematical optimization data-science data-analysis
Getting Started with AI using IBM Watson,Intermediate,4.4,https://www.coursera.org/learn/ai-with-ibm-watson,Data Science & ML,use case deep learning natural language speech human learning ibm cloud language cloud computing machine learning artificial neural networks data-science machine-learning
Semantic Segmentation with Amazon Sagemaker,Beginner,4.8,https://www.coursera.org/learn/semantic-segmentation-sagemaker,Data Science & ML,english language deep learning algorithms data analysis information retrieval pixel search engine optimization machine learning image segmentation python programming data-science machine-learning
Visualization for Data Journalism,Advanced,4.9,https://www.coursera.org/learn/visualization-for-data-journalism,Data Science & ML,bar chart line chart numbers (spreadsheet) chart journalism data visualization analysis cartography interactivity data journalism data-science data-analysis
Python Data Visualization,Advanced,4.6,https://www.coursera.org/learn/python-visualization,Data Science & ML,r programming python programming language writing map worldmap data visualization data analysis computer programming web scraping computer-science software-development
Traffic Sign Classification Using Deep Learning in Python/Keras,Beginner,4.6,https://www.coursera.org/learn/traffic-sign-classification-deep-learning,Data Science & ML,artificial neural networks test set convolutional neural network keras machine learning deep learning tensorflow grayscale python programming statistical classification data-science machine-learning
Web Scraping with Python + BeautifulSoup,Beginner,4.1,https://www.coursera.org/learn/web-scraping,Web Development,data mining web scraping augmented assignment css grasp data science html internet web python programming computer-science software-development
Algorithmic Thinking (Part 1),Advanced,4.6,https://www.coursera.org/learn/algorithmic-thinking-1,Data Science & ML,computer science connected component (graph theory) graphs mathematics python programming breadth-first search algorithmics computer programming algorithms pseudocode computer-science software-development
Mathematical Foundations for Cryptography,Intermediate,4.6,https://www.coursera.org/learn/mathematical-foundations-cryptography,Cybersecurity,lambda calculus discrete logarithm algorithms modular exponentiation cryptography euler's totient function primality tests trial division multiplicative inverse factorial computer-science computer-security-and-networks
Logistic Regression with Python and Numpy,Beginner,4.5,https://www.coursera.org/learn/deep-learning-fundamentals-logistic-regression,Data Science & ML,machine learning logistic regression reusability binary number python programming regression mathematical optimization calibration supply chain numpy data-science machine-learning
Palo Alto Networks Cybersecurity Gateway II,Advanced,4.6,https://www.coursera.org/learn/cybersecurity-gateway-2,Cybersecurity,computer appliance encryption scalability troubleshooting network appliances networking hardware network security security operations management cloud computing information-technology security
Distributed Computing with Spark SQL,Beginner,4.2,https://www.coursera.org/learn/spark-sql,Data Science & ML,machine learning mysql distributed computing big data apache data clustering algorithms apache spark databases sql workspace data-science machine-learning
Version Control of a Python Project using Git,Intermediate,4.6,https://www.coursera.org/learn/version-control-of-a-python-project-using-git,Data Science & ML,software python programming saving directory structure average project commit (version control) version control machine learning deep learning computer-science software-development
Natural Language Processing in TensorFlow,Beginner,4.5,https://www.coursera.org/learn/natural-language-processing-tensorflow,Data Science & ML,natural language processing natural language generation natural language keras recurrent neural network long short-term memory generation artificial neural networks tensorflow language data-science machine-learning
Intelligence Tools for the Digital Age,Beginner,4.7,https://www.coursera.org/learn/intelligence-tools-digital-age,Data Science & ML,foreign policy analysis critical thinking open banking analytics business intelligence sustainable business data analysis business analysis intelligence analysis business leadership-and-management
Custom Prediction Routine on Google AI Platform,Beginner,4.6,https://www.coursera.org/learn/custom-prediction-routine-google-ai-platform,Data Science & ML,file shortcut machine learning inference spring data transmission data rate units tensorflow download euler's totient function google cloud platform data-science machine-learning
Migrating to Google Cloud,Beginner,4.7,https://www.coursera.org/learn/migrating-to-gcp,Cloud & DevOps,load balancing workload cost google cloud platform project management load balancing (computing) virtual machine cloud computing resource sources information-technology cloud-computing
AI Workflow: Enterprise Model Deployment,Advanced,4.2,https://www.coursera.org/learn/ibm-ai-workflow-machine-learning-model-deployment,Data Science & ML,recommender systems program optimization modeling employment algorithms machine learning collaboration almost surely training data-science machine-learning
Building AI Applications with Watson APIs,Beginner,3.8,https://www.coursera.org/learn/building-ai-applications,Data Science & ML,weak ai python programming application programming interfaces cloud computing extract computer programming average machine learning enabling data-science machine-learning
"Using JavaScript, JQuery, and JSON in Django",Beginner,4.8,https://www.coursera.org/learn/django-javascript-jquery-json,Web Development,javascript jquery web development php django (web framework) flask html web python programming json computer-science mobile-and-web-development
Data Analytics:  Scraping Data using Hadley Wickam's Rvest package in R,Beginner,4.2,https://www.coursera.org/learn/scrape-data-using-rvest-for-analytics,Data Science & ML,css microsoft excel project web scraping euler's totient function deep learning r programming machine learning data analysis analytics data-science data-analysis
End-to-End Machine Learning with TensorFlow on GCP,Beginner,4.5,https://www.coursera.org/learn/end-to-end-ml-tensorflow-gcp,Data Science & ML,tensorflow bigquery machine learning cloud platforms google cloud platform dataflow cloud computing human learning apache deployment environment data-science data-analysis
Computer Vision - Image Basics with OpenCV and Python,Beginner,4.2,https://www.coursera.org/learn/computer-vision-opencv-for-images,Data Science & ML,entry point computer vision image processing computer programming digital image processing machine learning opencv numpy matplotlib python programming data-science machine-learning
AI For Everyone,Intermediate,4.8,https://www.coursera.org/learn/ai-for-everyone,Data Science & ML,deep learning strategy project plan human learning project planning artificial neural networks ethics machine learning ethics of artificial intelligence business business-strategy
"Save, Load and Export Models with Keras",Beginner,4.7,https://www.coursera.org/learn/save-load-export-keras-models,Data Science & ML,tensorflow lock key artificial neural networks time series application checkpointing loading screen python programming machine learning autocad architecture keras data-science machine-learning
Excel Skills for Business: Intermediate I,Beginner,4.9,https://www.coursera.org/learn/excel-intermediate-1,Data Science & ML,microsoft excel euler's totient function data analysis concatenation pivot chart databases pivot table analysis chart consolization business business-essentials
Introduction to API Testing using JMeter Tool,Beginner,4.5,https://www.coursera.org/learn/introduction-to-api-testing-using-jmeter-tool,Data Science & ML,project wait (system call) api testing application programming interfaces python programming hypertext transfer protocol apache jmeter performance uniform resource locator request response computer-science software-development
Applied Machine Learning in Python,Advanced,4.5,https://www.coursera.org/learn/python-machine-learning,Data Science & ML,python programming algorithms computer programming regression human learning analysis machine learning machine learning algorithms applied machine learning data-science data-analysis
Sample-based Learning Methods,Intermediate,4.7,https://www.coursera.org/learn/sample-based-learning-methods,Data Science & ML,human learning machine learning reinforcement estimation monte carlo method reinforcement learning relative change and difference bellman equation temporal difference learning data-science machine-learning
Excel Fundamentals for Data Analysis,Advanced,4.6,https://www.coursera.org/learn/excel-data-analysis-fundamentals,Data Science & ML,selection sort numbers (spreadsheet) lookup table it�'s lemma euler's totient function data analysis analysis microsoft excel spreadsheet databases business business-essentials
Hyperparameter Tuning with Keras Tuner,Advanced,4.464150943396226,https://www.coursera.org/learn/keras-tuner,Data Science & ML,open source keras gradient hyperparameter hand experiment architecture mathematical optimization machine learning prior probability data-science machine-learning
Introduction to Portfolio Construction and Analysis with Python,Advanced,4.8,https://www.coursera.org/learn/introduction-portfolio-construction-python,Data Science & ML,investment python programming investment management mathematical optimization leadership and management finance portfolio construction portfolio investment asset computer programming business finance
Getting Started with SAS Programming,Beginner,4.8,https://www.coursera.org/learn/sas-programming-basics,Data Science & ML,software computer programming language portable document format data analysis probability density function general statistics sql analysis sas (software) data-science data-analysis
Data Science for Business Innovation,Advanced,4.2,https://www.coursera.org/learn/data-science-for-business-innovation,Data Science & ML,statistical classification machine learning big data data analysis linear regression recommender systems linearity analysis computer programming machine learning algorithms data-science data-analysis
"Problem Solving, Python Programming, and Video Games",Advanced,4.2,https://www.coursera.org/learn/problem-solving-programming-video-games,Data Science & ML,modulo operation intrinsic function test plan game programming pygame computer programming python programming subroutine problem solving feature selection computer-science software-development
Learning Technologies Foundations and Applications,Intermediate,4.6,https://www.coursera.org/learn/learning-technologies-foundations-applications,Data Science & ML,psychologies educational assessment online learning evolution instructional design education repurposing machine learning online machine learning training and development social-sciences education
Secure Networked System with Firewall and IDS,Intermediate,3.8,https://www.coursera.org/learn/secure-networked-system-with-firewall-ids,Cybersecurity,stateful firewall porting network security firewall (computing) network address translation security evaluation security design performance file transfer protocol computer-science computer-security-and-networks
Advanced App Development in Android Capstone,Beginner,4.3,https://www.coursera.org/learn/aada-capstone,Mobile Development,euler's totient function mobile development 3d computer graphics perspective projection android development table of keyboard shortcuts interactivity computer programming computer graphics virtual reality computer-science software-development
"Introduction to Trading, Machine Learning & GCP",Beginner,3.4,https://www.coursera.org/learn/introduction-trading-machine-learning-gcp,Cloud & DevOps,modeling cloud platforms google cloud platform trading machine learning autoregressive integrated moving average strategy cloud computing trading strategy human learning data-science machine-learning
Create a User Interface in Unity Part 2 - World-Space Canvas,Beginner,4.5,https://www.coursera.org/learn/create-ui-unity-world-space-canvas,Data Science & ML,machine learning health user interface writing project behavior video game development display devices .properties java annotation computer-science software-development
English/French Translator: Long Short Term Memory Networks,Beginner,4.8,https://www.coursera.org/learn/nlp-english-to-french-translation,Data Science & ML,text corpus python programming deep learning data analysis translation lexical analysis machine learning modeling long short-term memory intuition data-science machine-learning
Data for Machine Learning,Beginner,4.4,https://www.coursera.org/learn/data-machine-learning,Data Science & ML,general statistics evaluation deep learning a/rose planning analysis skewness data analysis machine learning sources data-science machine-learning
Deep Learning in Computer Vision,Advanced,2.9,https://www.coursera.org/learn/deep-learning-in-computer-vision,Data Science & ML,computer vision image segmentation convolutional neural network image retrieval deep learning video content analysis artificial neural networks image processing face recognition object detection computer-science algorithms
Essential Design Principles for Tableau,Beginner,4.4,https://www.coursera.org/learn/dataviz-design,Data Science & ML,principle tableau software software cognitive load control chart exploratory data analysis outlier data visualization cluttering method of analytic tableaux data-science data-analysis
Kinetics: Studying Spacecraft Motion,Advanced,4.7,https://www.coursera.org/learn/spacecraft-dynamics-kinetics,Web Development,torque framing linearization spins angular appimage (packaging method) approximation satellite semigroup action dynamical system physical-science-and-engineering physics-and-astronomy
Basic Image Classification with TensorFlow,Advanced,4.6,https://www.coursera.org/learn/tensorflow-beginner-basic-image-classification,Data Science & ML,front and back ends statistical classification digital image processing artificial neural networks python programming tensorflow machine learning natural language processing computer programming keras data-science machine-learning
Database Management Essentials,Advanced,4.5,https://www.coursera.org/learn/database-management,Data Science & ML,relational database sql modeling database design databases leadership and management data model entity relationship model mysql database normalization computer-science software-development
Introduction to Topic Modeling for Business,Beginner,4.3,https://www.coursera.org/learn/introduction-to-topic-modeling-for-business,Data Science & ML,topic model project modeling machine learning analysis conceptual framework data analysis social media platforms text mining e-commerce data-science machine-learning
Developing Android Apps with App Inventor,Advanced,4.1,https://www.coursera.org/learn/app-inventor-android,Mobile Development,user interface android development viewer app inventor for android application development java annotation computer programming web mobile development google maps computer-science mobile-and-web-development
Introduction to Computer Programming,Advanced,4.1,https://www.coursera.org/learn/introduction-to-computer-programming,Web Development,c programming computer programming node.js c++ interactivity programming tool computer program javascript computer architecture calculus computer-science software-development
Become a JavaScript Pro with these 7 Skills,Intermediate,4.5,https://www.coursera.org/learn/become-a-js-pro-7-skills,Web Development,web application web development computer programming mobile development node.js parameter (computer programming) web javascript css front and back ends computer-science mobile-and-web-development
Networking in Google Cloud: Defining and Implementing Networks,Beginner,4.8,https://www.coursera.org/learn/networking-gcp-defining-implementing-networks,Cloud & DevOps,network load balancing network interface leadership and management cloud platforms network management load balancing cloud computing subnetwork google cloud platform load balancing (computing) information-technology networking
Programming for the Internet of Things Project,Advanced,4.7,https://www.coursera.org/learn/internet-of-things-project,Data Science & ML,internet computer programming internet of things python programming electrical engineering specification (technical standard) raspberry pi project arduino electronics physical-science-and-engineering electrical-engineering
